,taxid,family,genus_species,amr_fullname,gram_status,pathogenicity,I6_occupancy
24652,260084,Caulobacteraceae,Asticcacaulis taihuensis,Asticcacaulis taihuensis,Gram-negative,Non-pathogenic,46
24653,2044885,Azospirillaceae,Azospirillum palustre,Azospirillum palustre,Gram-negative,Non-pathogenic,51
24654,454148,Verrucomicrobiaceae,Roseibacillus persicicus,Roseibacillus persicicus,Gram-negative,Non-pathogenic,7
24655,161154,Moorellaceae,Thermanaeromonas toyohensis,Thermanaeromonas toyohensis,Gram-positive,Non-pathogenic,8
24656,165813,Sporanaerobacteraceae,Sporanaerobacter acetigenes,Sporanaerobacter acetigenes,Gram-positive,Non-pathogenic,12
24657,1274374,Paenibacillaceae,Paenibacillus antibioticophila,Paenibacillus thiaminolyticus,Gram-positive,Pathogenic,6
24658,189691,Paenibacillaceae,Paenibacillus elgii,Paenibacillus elgii,Gram-positive,Potentially pathogenic,6
24659,2029857,Bacillaceae,Salimicrobium humidisoli,(unknown name),Gram-positive,Unknown,13
24660,402884,Paracoccaceae,Cereibacter changlensis,Cereibacter changlensis,Gram-negative,Non-pathogenic,51
24661,1267156,Lactobacillaceae,Loigolactobacillus iwatensis,Loigolactobacillus iwatensis,Gram-positive,Non-pathogenic,7
24662,519424,Bacillaceae,Alkalihalobacillus trypoxylicola,Alkalihalobacillus trypoxylicola,Gram-positive,Potentially pathogenic,11
24663,2594883,Bacillaceae,Radiobacillus deserti,Radiobacillus deserti,Gram-positive,Non-pathogenic,11
24664,232270,Alicyclobacillaceae,Effusibacillus pohliae,Effusibacillus pohliae,Gram-positive,Potentially pathogenic,10
24665,1521,Oscillospiraceae,Ruminiclostridium cellulolyticum,Ruminiclostridium cellulolyticum,Gram-positive,Non-pathogenic,12
24666,44249,Paenibacillaceae,Spe_in_Paenibacillus,(unknown name),Gram-positive,Unknown,6
24667,328839,Azospirillaceae,Azospirillum melinis,Azospirillum melinis,Gram-negative,Non-pathogenic,51
24668,1443435,Paenibacillaceae,Aneurinibacillus tyrosinisolvens,Aneurinibacillus tyrosinisolvens,Gram-positive,Non-pathogenic,6
24669,1401,Paenibacillaceae,Paenibacillus lautus,Paenibacillus lautus,Gram-positive,Potentially pathogenic,6
24670,948756,Paenibacillaceae,Paenibacillus macquariensis,Paenibacillus macquariensis,Gram-positive,Potentially pathogenic,6
24671,1125967,Paenibacillaceae,Brevibacillus fulvus,Brevibacillus fulvus,Gram-positive,Potentially pathogenic,6
24672,568098,Roseobacteraceae,Salipiger aestuarii,Salipiger aestuarii,Gram-negative,Non-pathogenic,51
24673,186817,Bacillaceae,Spe_in_Bacillaceae,(unknown name),Gram-positive,Unknown,11
24674,2744309,Paenibacillaceae,Paenibacillus agri,Paenibacillus agri,Gram-positive,Potentially pathogenic,6
24675,1795310,Paracoccaceae,Paracoccus acridae,Paracoccus acridae,Gram-negative,Potentially pathogenic,51
24676,1185412,Vallitaleaceae,Vallitalea guaymasensis,Vallitalea guaymasensis,Gram-positive,Non-pathogenic,12
24677,2840444,Nostocaceae,Atlanticothrix silvestris,Atlanticothrix silvestris,Gram-negative,Non-pathogenic,5
24678,930131,Bacillaceae,Oceanobacillus limi,Oceanobacillus limi,Gram-positive,Non-pathogenic,11
24679,1125966,Thermoactinomycetaceae,Polycladomyces abyssicola,Polycladomyces abyssicola,Gram-positive,Non-pathogenic,10
24680,407019,Sphingomonadaceae,Sphingomonas astaxanthinifaciens,Sphingomonas astaxanthinifaciens,Gram-negative,Potentially pathogenic,47
24681,1779329,Roseobacteraceae,Alloyangia mangrovi,Prevotella melaninogenicus melaninogenicus,Gram-negative,Pathogenic,51
24682,1578720,Helicobacteraceae,Helicobacter ailurogastricus,Helicobacter ailurogastricus,Gram-negative,Potentially pathogenic,44
24683,632773,Bacillaceae,Salisediminibacterium beveridgei,Salisediminibacterium beveridgei,Gram-positive,Non-pathogenic,10
24684,861532,Paenibacillaceae,Ammoniphilus resinae,Ammoniphilus resinae,Gram-positive,Non-pathogenic,8
24685,494026,Paenibacillaceae,Paenibacillus glacialis,Paenibacillus glacialis,Gram-positive,Potentially pathogenic,6
24686,490829,Roseobacteraceae,Lutimaribacter saemankumensis,Lutimaribacter saemankumensis,Gram-negative,Non-pathogenic,51
24687,286727,Azospirillaceae,Azospirillum oryzae,Azospirillum oryzae,Gram-negative,Non-pathogenic,51
24688,1064539,Azospirillaceae,Azospirillum baldaniorum,Azospirillum baldaniorum,Gram-negative,Non-pathogenic,51
24689,482630,Tolypothrichaceae,Hassalia byssoidea,(unknown name),Gram-negative,Unknown,5
24690,1529,Clostridiaceae,Clostridium cadaveris,Clostridium cadaveris,Gram-positive,Pathogenic,7
24691,191027,Caminicellaceae,Paramaledivibacter caminithermalis,Paramaledivibacter caminithermalis,Gram-positive,Non-pathogenic,8
24692,54915,Paenibacillaceae,Brevibacillus reuszeri,Brevibacillus reuszeri,Gram-positive,Potentially pathogenic,6
24693,44249,Paenibacillaceae,Spe_in_Paenibacillus,(unknown name),Gram-positive,Unknown,6
24694,2052660,Bacillaceae,Oceanobacillus zhaokaii,Oceanobacillus zhaokaii,Gram-positive,Non-pathogenic,11
24695,66863,Paenibacillaceae,Ammoniphilus oxalaticus,Ammoniphilus oxalaticus,Gram-positive,Non-pathogenic,10
24696,1197861,Paracoccaceae,Paracoccus laeviglucosivorans,Paracoccus laeviglucosivorans,Gram-negative,Potentially pathogenic,51
24697,1230341,Bacillaceae,Salimicrobium jeotgali,Salimicrobium jeotgali,Gram-positive,Non-pathogenic,13
24698,2200892,Paracoccaceae,Litorivita pollutaquae,Litorivita pollutaquae,Gram-negative,Non-pathogenic,51
24699,1325358,Paenibacillaceae,Paenibacillus silvae,Paenibacillus silvae,Gram-positive,Potentially pathogenic,6
24700,1507512,Peptostreptococcaceae,Romboutsia hominis,Romboutsia hominis,Gram-positive,Non-pathogenic,6
24701,2137476,Thermoactinomycetaceae,Thermoflavimicrobium daqui,Thermoflavimicrobium daqui,Gram-positive,Non-pathogenic,12
24702,573024,Roseobacteraceae,Roseovarius nanhaiticus,Roseovarius nanhaiticus,Gram-negative,Non-pathogenic,51
24703,1715691,Paracoccaceae,Cognatishimia activa,Cognatishimia activa,Gram-negative,Non-pathogenic,51
24704,1685382,Roseobacteraceae,Pseudoponticoccus marisrubri,Pseudoponticoccus marisrubri,Gram-negative,Non-pathogenic,51
24705,375929,Natranaerobiaceae,Natranaerobius thermophilus,Natranaerobius thermophilus,Gram-positive,Non-pathogenic,11
24706,1033740,Planococcaceae,Kurthia senegalensis,Kurthia senegalensis,Gram-positive,Non-pathogenic,9
24707,930146,Bacillaceae,Mesobacillus persicus,Mesobacillus persicus,Gram-positive,Non-pathogenic,8
24708,1221996,Bacillaceae,Bacillus thermotolerans,Bacillus thermotolerans,Gram-positive,Potentially pathogenic,14
24709,529731,Listeriaceae,Listeria marthii,Listeria marthii,Gram-positive,Potentially pathogenic,9
24710,268407,Paenibacillaceae,Paenibacillus wynnii,Paenibacillus wynnii,Gram-positive,Potentially pathogenic,6
24711,54294,Syntrophomonadaceae,Thermosyntropha lipolytica,Thermosyntropha lipolytica,Gram-positive,Non-pathogenic,8
24712,2841926,Paracoccaceae,Paracoccus marinaquae,Paracoccus sanguinis,Gram-negative,Pathogenic,51
24713,520764,Thermosediminibacteraceae,Fervidicola ferrireducens,Fervidicola ferrireducens,Gram-positive,Non-pathogenic,9
24714,1430331,Bacillaceae,Geobacillus icigianus,Geobacillus icigianus,Gram-positive,Non-pathogenic,12
24715,439529,Paracoccaceae,Cereibacter ovatus,Cereibacter ovatus,Gram-negative,Non-pathogenic,51
24716,1501,Clostridiaceae,Clostridium pasteurianum,Clostridium pasteurianum,Gram-positive,Potentially pathogenic,7
24717,1461693,Roseobacteraceae,Actibacterium atlanticum,Actibacterium atlanticum,Gram-negative,Non-pathogenic,51
24718,686389,Roseobacteraceae,Ruegeria faecimaris,Ruegeria faecimaris,Gram-negative,Non-pathogenic,51
24719,431596,Paenibacillaceae,Paenibacillus ginsengihumi,Paenibacillus ginsengihumi,Gram-positive,Potentially pathogenic,6
24720,1515,Oscillospiraceae,Acetivibrio thermocellus,Acetivibrio thermocellus,Gram-positive,Non-pathogenic,14
24721,160487,Paenibacillaceae,Paenibacillus turicensis,Paenibacillus turicensis,Gram-positive,Pathogenic,6
24722,142842,Halobacteroidaceae,Selenihalanaerobacter shriftii,Selenihalanaerobacter shriftii,Gram-positive,Non-pathogenic,12
24723,372787,Hapalosiphonaceae,Fischerella thermalis,Fischerella thermalis,Gram-negative,Non-pathogenic,5
24724,2570228,Paenibacillaceae,Brevibacillus antibioticus,Brevibacillus antibioticus,Gram-positive,Potentially pathogenic,6
24725,1435645,Paenibacillaceae,Paenibacillus oenotherae,Paenibacillus oenotherae,Gram-positive,Potentially pathogenic,7
24726,235932,Bacillaceae,Geobacillus jurassicus,Geobacillus jurassicus,Gram-positive,Non-pathogenic,11
24727,2202148,Azospirillaceae,Azospirillum thermophilum,Azospirillum thermophilum,Gram-negative,Non-pathogenic,51
24728,54911,Paenibacillaceae,Brevibacillus choshinensis,Brevibacillus choshinensis,Gram-positive,Potentially pathogenic,6
24729,1247613,Paracoccaceae,Pseudooceanicola antarcticus,Pseudooceanicola antarcticus,Gram-negative,Non-pathogenic,51
24730,444093,Thermoanaerobacteraceae,Ammonifex thiophilus,Ammonifex thiophilus,Gram-positive,Non-pathogenic,7
24731,28077,Azospirillaceae,Nitrospirillum amazonense,Nitrospirillum amazonense,Gram-negative,Non-pathogenic,51
24732,401638,Paenibacillaceae,Paenibacillus taiwanensis,Paenibacillus taiwanensis,Gram-positive,Potentially pathogenic,6
24733,1221500,Bacillaceae,Fictibacillus phosphorivorans,Fictibacillus phosphorivorans,Gram-positive,Non-pathogenic,7
24734,1590652,Paenibacillaceae,Cohnella kolymensis,Cohnella kolymensis,Gram-positive,Non-pathogenic,6
24735,79881,Bacillaceae,Alkalicoccobacillus gibsonii,Halalkalibacter wakoensis,Gram-positive,Pathogenic,8
24736,889306,Planococcaceae,Jeotgalibacillus soli,Jeotgalibacillus soli,Gram-positive,Non-pathogenic,8
24737,1411,Bacillaceae,Halalkalibacter akibai,Halalkalibacter akibai,Gram-positive,Potentially pathogenic,9
24738,102134,Desulfallaceae,Desulfoscipio gibsoniae,Desulfoscipio gibsoniae,Gram-positive,Non-pathogenic,11
24739,1086013,Paracoccaceae,Gemmobacter megaterium,Gemmobacter megaterium,Gram-negative,Non-pathogenic,51
24740,425380,Nostocaceae,Anabaena subtropica,Pseudonocardia autotrophica,Gram-positive,Pathogenic,5
24741,1482732,Natronincolaceae,Alkaliphilus pronyensis,Alkaliphilus pronyensis,Gram-positive,Non-pathogenic,14
24742,2692236,Roseobacteraceae,Thalassovita mangrovi,(unknown name),Gram-negative,Unknown,51
24743,335975,Roseobacteraceae,Sulfitobacter litoralis,Sulfitobacter litoralis,Gram-negative,Non-pathogenic,51
24744,2213194,Bacillaceae,Paraliobacillus zengyii,Paraliobacillus zengyii,Gram-positive,Non-pathogenic,12
24745,153151,Bacillaceae,Parageobacillus toebii,Parageobacillus toebii,Gram-positive,Non-pathogenic,11
24746,1220491,Robiginitomaculaceae,Litorimonas cladophorae,Litorimonas cladophorae,Gram-negative,Non-pathogenic,47
24747,159292,Tindalliaceae,Tindallia californiensis,Tindallia californiensis,Gram-positive,Non-pathogenic,14
24748,112903,Sporomusaceae,Propionispora vibrioides,Propionispora vibrioides,Gram-negative,Non-pathogenic,8
24749,267212,Neisseriaceae,Neisseria bacilliformis,Neisseria bacilliformis,Gram-negative,Pathogenic,51
24750,1479511,Bacillaceae,Virgibacillus oceani,Virgibacillus oceani,Gram-positive,Non-pathogenic,11
24751,2005703,Enterococcaceae,Enterococcus wangshanyuanii,Enterococcus wangshanyuanii,Gram-positive,Potentially pathogenic,6
24752,2163172,Paenibacillaceae,Cohnella lubricantis,Cohnella lubricantis,Gram-positive,Non-pathogenic,6
24753,1816695,Bacillaceae,Bacillus tuaregi,Bacillus thuringiensis,Gram-positive,Pathogenic,11
24754,1482730,Natronincolaceae,Alkaliphilus hydrothermalis,Alkaliphilus hydrothermalis,Gram-positive,Non-pathogenic,8
24755,391948,Roseobacteraceae,Lutimaribacter pacificus,Lutimaribacter pacificus,Gram-negative,Non-pathogenic,51
24756,1229152,Bacillaceae,Oceanobacillus chungangensis,Oceanobacillus chungangensis,Gram-positive,Non-pathogenic,11
24757,996115,Roseobacteraceae,Ruegeria intermedia,Ruegeria intermedia,Gram-negative,Non-pathogenic,51
24758,480071,Bacillaceae,Virgibacillus siamensis,Virgibacillus siamensis,Gram-positive,Non-pathogenic,11
24759,1226968,Azospirillaceae,Azospirillum humicireducens,Azospirillum humicireducens,Gram-negative,Non-pathogenic,51
24760,1477018,Hafniaceae,Hafnia psychrotolerans,Hafnia psychrotolerans,Gram-negative,Potentially pathogenic,51
24761,263377,Roseobacteraceae,Spe_in_Salipiger,(unknown name),Gram-negative,Unknown,51
24762,2675752,Paracoccaceae,Paracoccus shanxieyensis,Paracoccus sanguinis,Gram-negative,Pathogenic,51
24763,714067,Thermoactinomycetaceae,Kroppenstedtia eburnea,Kroppenstedtia eburnea,Gram-positive,Non-pathogenic,10
24764,1852364,Enterococcaceae,Enterococcus timonensis,Enterococcus raffinosus,Gram-positive,Pathogenic,7
24765,2583234,Paracoccaceae,Rhodobacter kunshanensis,Haematobacter massiliensis,Gram-negative,Pathogenic,51
24766,404881,Paracoccaceae,Defluviimonas denitrificans,Defluviimonas denitrificans,Gram-negative,Non-pathogenic,51
24767,2493082,Paracoccaceae,Solirhodobacter olei,Solirhodobacter olei,Gram-negative,Non-pathogenic,51
24768,1348613,Vallitaleaceae,Vallitalea pronyensis,Vallitalea pronyensis,Gram-positive,Non-pathogenic,12
24769,218672,Roseobacteraceae,Sulfitobacter delicatus,Sulfitobacter delicatus,Gram-negative,Non-pathogenic,51
24770,1387277,Roseobacteraceae,Primorskyibacter flagellatus,Pseudooceanicola flagellatus,Gram-negative,Non-pathogenic,51
24771,1844116,Paenibacillaceae,Brevibacillus dissolubilis,Brevibacillus dissolubilis,Gram-positive,Potentially pathogenic,6
24772,163877,Bacillaceae,Virgibacillus necropolis,Virgibacillus necropolis,Gram-positive,Non-pathogenic,11
24773,1702242,Thermoanaerobacteraceae,Thermoanaerobacterium butyriciformans,Thermoanaerobacterium butyriciformans,Gram-positive,Non-pathogenic,8
24774,2305467,Hyphomonadaceae,Henriciella mobilis,Henriciella mobilis,Gram-negative,Non-pathogenic,46
24775,930129,Bacillaceae,Alteribacillus bidgolensis,Alteribacillus bidgolensis,Gram-positive,Non-pathogenic,11
24776,1294267,Paenibacillaceae,Cohnella lupini,Cohnella lupini,Gram-positive,Non-pathogenic,6
24777,888997,Calotrichaceae,Calothrix rhizosoleniae,Erysipelothrix rhusiopathiae,Gram-positive,Pathogenic,5
24778,186116,Bacillaceae,Parageobacillus thermantarcticus,Parageobacillus thermantarcticus,Gram-positive,Non-pathogenic,10
24779,34002,Paracoccaceae,Paracoccus alcaliphilus,Paracoccus alcaliphilus,Gram-negative,Potentially pathogenic,51
24780,92938,Hapalosiphonaceae,Fischerella muscicola,Fischerella muscicola,Gram-negative,Non-pathogenic,5
24781,220754,Planococcaceae,Jeotgalibacillus campisalis,Jeotgalibacillus campisalis,Gram-positive,Non-pathogenic,8
24782,1712516,Paenibacillaceae,Paenibacillus baekrokdamisoli,Paenibacillus baekrokdamisoli,Gram-positive,Potentially pathogenic,6
24783,336292,Paracoccaceae,Paracoccus tibetensis,Paracoccus tibetensis,Gram-negative,Potentially pathogenic,51
24784,999627,Paracoccaceae,Sedimentitalea nanhaiensis,Sedimentitalea nanhaiensis,Gram-negative,Non-pathogenic,51
24785,220343,Paracoccaceae,Gemmobacter nectariphilus,Gemmobacter nectariphilus,Gram-negative,Non-pathogenic,51
24786,676965,Moorellaceae,Moorella humiferrea,Moorella humiferrea,Gram-positive,Non-pathogenic,8
24787,1157490,Alicyclobacillaceae,Tumebacillus flagellatus,Tumebacillus flagellatus,Gram-positive,Non-pathogenic,8
24788,1177,Nostocaceae,Spe_in_Nostoc,Staphylococcus hominis novobiosepticus,Gram-positive,Pathogenic,5
24789,1505,Peptostreptococcaceae,Paraclostridium sordellii,Paraclostridium sordellii,Gram-positive,Potentially pathogenic,8
24790,173959,Paenibacillaceae,Brevibacillus invocatus,Brevibacillus invocatus,Gram-positive,Potentially pathogenic,6
24791,1342301,Roseobacteraceae,Sulfitobacter noctilucicola,Sulfitobacter noctilucicola,Gram-negative,Non-pathogenic,51
24792,2498136,Clostridiaceae,Anaerophilus nitritogenes,Aeromonas caviae,Gram-negative,Pathogenic,9
24793,2598458,Paenibacillaceae,Cohnella cholangitidis,Salmonella enterica indica,Gram-negative,Pathogenic,6
24794,996342,Roseobacteraceae,Marivita hallyeonensis,Marivita hallyeonensis,Gram-negative,Non-pathogenic,51
24795,2571150,Erythrobacteraceae,Croceicoccus sediminis,Croceicoccus sediminis,Gram-negative,Non-pathogenic,49
24796,258723,Carnobacteriaceae,Marinilactibacillus piezotolerans,Marinilactibacillus piezotolerans,Gram-positive,Non-pathogenic,23
24797,2855394,Clostridiaceae,Crassaminicella indica,Mycobacterium intracellulare intracellulare,Gram-positive,Pathogenic,10
24798,1641875,Roseobacteraceae,Roseovarius atlanticus,Roseovarius atlanticus,Gram-negative,Non-pathogenic,51
24799,1347788,Fam_of_Geomicrobium,Geomicrobium sediminis,Geomicrobium sediminis,Gram-positive,Non-pathogenic,9
24800,2678566,Bacillaceae,Ornithinibacillus caprae,Ornithinibacillus caprae,Gram-positive,Non-pathogenic,11
24801,1537,Peptostreptococcaceae,Romboutsia lituseburensis,Romboutsia lituseburensis,Gram-positive,Non-pathogenic,8
24802,2528593,Zhaonellaceae,Zhaonella formicivorans,Zhaonella formicivorans,Gram-positive,Non-pathogenic,8
24803,55080,Paenibacillaceae,Spe_in_Brevibacillus,(unknown name),Gram-positive,Unknown,6
24804,54913,Paenibacillaceae,Brevibacillus formosus,Brevibacillus formosus,Gram-positive,Potentially pathogenic,6
24805,28052,Lachnospiraceae,Lachnospira pectinoschiza,Lachnospira pectinoschiza,Gram-positive,Non-pathogenic,8
24806,332950,Enterococcaceae,Enterococcus termitis,Enterococcus termitis,Gram-positive,Potentially pathogenic,7
24807,2699460,Bacillaceae,Neobacillus sedimentimangrovi,Neobacillus sedimentimangrovi,Gram-positive,Non-pathogenic,11
24808,885475,Bacillaceae,Salipaludibacillus neizhouensis,Salipaludibacillus neizhouensis,Gram-positive,Non-pathogenic,10
24809,682998,Azospirillaceae,Azospirillum ramasamyi,Azospirillum ramasamyi,Gram-negative,Non-pathogenic,51
24810,198119,Paenibacillaceae,Paenibacillus barcinonensis,Paenibacillus barcinonensis,Gram-positive,Potentially pathogenic,6
24811,2483800,Bacillaceae,Alteribacter keqinensis,Alteribacter keqinensis,Gram-positive,Non-pathogenic,10
24812,279813,Bacillaceae,Thalassobacillus devorans,Thalassobacillus devorans,Gram-positive,Non-pathogenic,8
24813,66863,Paenibacillaceae,Ammoniphilus oxalaticus,Ammoniphilus oxalaticus,Gram-positive,Non-pathogenic,10
24814,288966,Lutisporaceae,Lutispora thermophila,Lutispora thermophila,Gram-positive,Non-pathogenic,14
24815,1888910,Roseobacteraceae,Roseovarius aestuariivivens,Roseovarius aestuariivivens,Gram-negative,Non-pathogenic,51
24816,286727,Azospirillaceae,Azospirillum oryzae,Azospirillum oryzae,Gram-negative,Non-pathogenic,51
24817,329858,Paenibacillaceae,Cohnella thermotolerans,Cohnella thermotolerans,Gram-positive,Non-pathogenic,6
24818,1155954,Paenibacillaceae,Paenibacillus maysiensis,Paenibacillus maysiensis,Gram-positive,Potentially pathogenic,6
24819,996925,Hapalosiphonaceae,Mastigocoleus testarum,Mastigocoleus testarum,Gram-negative,Non-pathogenic,5
24820,1472767,Bacillaceae,Lentibacillus amyloliquefaciens,Lentibacillus amyloliquefaciens,Gram-positive,Non-pathogenic,11
24821,493,Neisseriaceae,Neisseria canis,Neisseria canis,Gram-negative,Pathogenic,51
24822,528244,Azospirillaceae,Azospirillum thiophilum,Azospirillum thiophilum,Gram-negative,Non-pathogenic,51
24823,2582917,Enterobacteriaceae,Klebsiella indica,Klebsiella indica,Gram-negative,Potentially pathogenic,51
24824,1386,Bacillaceae,Spe_in_Bacillus,(unknown name),Gram-positive,Unknown,14
24825,607711,Neisseriaceae,Neisseria wadsworthii,Neisseria wadsworthii,Gram-negative,Potentially pathogenic,51
24826,1304284,Thermohalobacteraceae,Caldisalinibacter kiritimatiensis,Caldisalinibacter kiritimatiensis,Gram-positive,Non-pathogenic,8
24827,1960589,Bacillaceae,Halalkalibacter urbisdiaboli,Halalkalibacter urbisdiaboli,Gram-positive,Potentially pathogenic,11
24828,657014,Roseobacteraceae,Thalassovita taeanensis,(unknown name),Gram-negative,Unknown,51
24829,35817,Helicobacteraceae,Helicobacter heilmannii,Helicobacter heilmannii,Gram-negative,Pathogenic,44
24830,2840443,Nostocaceae,Amazonocrinis nigriterrae,Amazonocrinis nigriterrae,Gram-negative,Non-pathogenic,5
24831,1651082,Roseobacteraceae,Celeribacter persicus,Celeribacter persicus,Gram-negative,Non-pathogenic,51
24832,2800326,Azospirillaceae,Azospirillum endophyticum,Anaerobiospirillum succiniciproducens,Gram-negative,Pathogenic,51
24833,1472767,Bacillaceae,Lentibacillus amyloliquefaciens,Lentibacillus amyloliquefaciens,Gram-positive,Non-pathogenic,11
24834,586413,Bacillaceae,Oceanobacillus manasiensis,Streptobacillus moniliformis,Gram-negative,Pathogenic,11
24835,47500,Paenibacillaceae,Aneurinibacillus migulanus,Aneurinibacillus migulanus,Gram-positive,Non-pathogenic,6
24836,2798301,Planococcaceae,Viridibacillus soli,Lysinibacillus sphaericus,Gram-positive,Pathogenic,9
24837,1792311,Oscillospiraceae,Petroclostridium xylanilyticum,Petroclostridium xylanilyticum,Gram-positive,Non-pathogenic,8
24838,83219,Roseobacteraceae,Sulfitobacter mediterraneus,Sulfitobacter mediterraneus,Gram-negative,Non-pathogenic,51
24839,2676438,Paracoccaceae,Pseudooceanicola pacificus,Pseudooceanicola pacificus,Gram-negative,Non-pathogenic,51
24840,225422,Roseobacteraceae,Sulfitobacter indolifex,Sulfitobacter indolifex,Gram-negative,Non-pathogenic,51
24841,563735,Bacillaceae,Gracilibacillus thailandensis,Gracilibacillus thailandensis,Gram-positive,Non-pathogenic,10
24842,28051,Lachnospiraceae,Lachnospira multipara,Lachnospira multipara,Gram-positive,Non-pathogenic,8
24843,371036,Bacillaceae,Gottfriedia acidiceleris,Gottfriedia acidiceleris,Gram-positive,Non-pathogenic,11
24844,1470200,Neisseriaceae,Neisseria arctica,Neisseria arctica,Gram-negative,Potentially pathogenic,51
24845,2582848,Paenibacillaceae,Paenibacillus antri,Paenibacillus antri,Gram-positive,Potentially pathogenic,6
24846,1037680,Bacillaceae,Robertmurraya kyonggiensis,Robertmurraya kyonggiensis,Gram-positive,Non-pathogenic,9
24847,1446476,Roseobacteraceae,Ruegeria meonggei,Ruegeria meonggei,Gram-negative,Non-pathogenic,51
24848,230470,Bacillaceae,Anoxybacillus voinovskiensis,Anoxybacillus voinovskiensis,Gram-positive,Non-pathogenic,12
24849,1452,Bacillaceae,Bacillus atrophaeus,Bacillus atrophaeus,Gram-positive,Potentially pathogenic,10
24850,544,Enterobacteriaceae,Spe_in_Citrobacter,Streptomyces cinereoruber,Gram-positive,Pathogenic,51
24851,544,Enterobacteriaceae,Spe_in_Citrobacter,Streptomyces cinereoruber,Gram-positive,Pathogenic,51
24852,2078573,Paenibacillaceae,Paenibacillus lutrae,Paenibacillus polymyxa,Gram-positive,Pathogenic,7
24853,349933,Clostridiaceae,Clostridium hydrogeniformans,Clostridium hydrogeniformans,Gram-positive,Potentially pathogenic,7
24854,59610,Peptococcaceae,Desulforamulus reducens,Desulforamulus reducens,Gram-positive,Non-pathogenic,8
24855,544,Enterobacteriaceae,Spe_in_Citrobacter,Streptomyces cinereoruber,Gram-positive,Pathogenic,51
24856,264686,Nostocaceae,Nostoc edaphicum,Nostoc edaphicum,Gram-negative,Non-pathogenic,5
24857,544,Enterobacteriaceae,Spe_in_Citrobacter,Streptomyces cinereoruber,Gram-positive,Pathogenic,51
24858,1173585,Roseobacteraceae,Ruegeria arenilitoris,Ruegeria arenilitoris,Gram-negative,Non-pathogenic,51
24859,544,Enterobacteriaceae,Spe_in_Citrobacter,Streptomyces cinereoruber,Gram-positive,Pathogenic,51
24860,544,Enterobacteriaceae,Spe_in_Citrobacter,Streptomyces cinereoruber,Gram-positive,Pathogenic,51
24861,875041,Paracoccaceae,Gemmobacter tilapiae,Gemmobacter tilapiae,Gram-negative,Non-pathogenic,51
24862,161154,Moorellaceae,Thermanaeromonas toyohensis,Thermanaeromonas toyohensis,Gram-positive,Non-pathogenic,8
24863,2546350,Enterobacteriaceae,Citrobacter arsenatis,Citrobacter amalonaticus,Gram-negative,Pathogenic,51
24864,759412,Natranaerobiaceae,Natranaerobius trueperi,Natranaerobius trueperi,Gram-positive,Non-pathogenic,10
24865,488438,Azospirillaceae,Azospirillum picis,Azospirillum picis,Gram-negative,Non-pathogenic,51
24866,544,Enterobacteriaceae,Spe_in_Citrobacter,Streptomyces cinereoruber,Gram-positive,Pathogenic,51
24867,544,Enterobacteriaceae,Spe_in_Citrobacter,Streptomyces cinereoruber,Gram-positive,Pathogenic,51
24868,544,Enterobacteriaceae,Spe_in_Citrobacter,Streptomyces cinereoruber,Gram-positive,Pathogenic,51
24869,1720247,Azospirillaceae,Azospirillum agricola,Azospirillum agricola,Gram-negative,Non-pathogenic,51
24870,2886352,Coleofasciculaceae,Allocoleopsis franciscana,Amycolatopsis orientalis,Gram-positive,Pathogenic,5
24871,1655277,Paenibacillaceae,Brevibacillus gelatini,Brevibacillus gelatini,Gram-positive,Potentially pathogenic,6
24872,35830,Oscillospiraceae,Acetivibrio cellulolyticus,Acetivibrio cellulolyticus,Gram-positive,Non-pathogenic,13
24873,544,Enterobacteriaceae,Spe_in_Citrobacter,Streptomyces cinereoruber,Gram-positive,Pathogenic,51
24874,981384,Roseobacteraceae,Ruegeria conchae,Ruegeria conchae,Gram-negative,Non-pathogenic,51
24875,1504576,Enterobacteriaceae,Spe_in_Pseudocitrobacter,(unknown name),Gram-negative,Unknown,51
24876,538,Neisseriaceae,Spe_in_Eikenella,(unknown name),Gram-negative,Unknown,51
24877,2714946,Enterococcaceae,Vagococcus coleopterorum,Vagococcus coleopterorum,Gram-positive,Potentially pathogenic,6
24878,1456,Bacillaceae,Bacillus benzoevorans,Bacillus benzoevorans,Gram-positive,Potentially pathogenic,9
24879,29460,Brucellaceae,Brucella neotomae,Brucella melitensis,Gram-negative,Pathogenic,50
24880,1706839,Paracoccaceae,Paracoccus gahaiensis,Paracoccus gahaiensis,Gram-negative,Potentially pathogenic,51
24881,544,Enterobacteriaceae,Spe_in_Citrobacter,Streptomyces cinereoruber,Gram-positive,Pathogenic,51
24882,93684,Roseobacteraceae,Roseivivax halotolerans,Roseivivax halotolerans,Gram-negative,Non-pathogenic,51
24883,870908,Paracoccaceae,Cognatishimia maritima,Cognatishimia maritima,Gram-negative,Non-pathogenic,51
24884,2801339,Alicyclobacillaceae,Tumebacillus amylolyticus,Tumebacillus amylolyticus,Gram-positive,Non-pathogenic,8
24885,34010,Azospirillaceae,Azospirillum halopraeferens,Azospirillum halopraeferens,Gram-negative,Non-pathogenic,51
24886,540747,Roseobacteraceae,Roseovarius indicus,Roseovarius indicus,Gram-negative,Non-pathogenic,51
24887,420412,Clostridiaceae,Clostridium tepidiprofundi,Clostridium tepidiprofundi,Gram-positive,Potentially pathogenic,10
